"","game_seconds_remaining","ydstogo","posteam_score","first_down","runningRush","runningPass","yardline_100","play_type"
"621",1850,4,7,0,69,101,16,"pass"
"622",1719,4,10,1,73,112,69,"pass"
"623",1365,6,14,0,50,138,49,"pass"
"624",1099,7,17,0,108,152,50,"pass"
"625",795,10,17,0,113,155,75,"pass"
"626",709,4,21,0,56,229,60,"run"
"627",581,4,17,0,115,159,80,"pass"
"628",450,8,21,1,58,242,63,"pass"
"629",372,7,21,0,61,242,47,"pass"
"630",235,4,17,1,121,222,27,"pass"
"631",145,4,17,1,123,226,4,"pass"
"632",21,3,21,0,61,305,7,"pass"
"633",589,10,24,0,61,305,75,"pass"
"634",451,2,24,1,141,232,39,"run"
"635",3517,2,0,1,-4,29,67,"pass"
"636",3364,5,0,0,5,0,70,"pass"
"637",3052,3,0,0,13,14,8,"pass"
"638",2909,5,7,0,32,62,64,"pass"
"639",2818,6,7,1,22,22,80,"pass"
"640",2622,3,7,1,35,56,37,"run"
"641",2484,11,7,1,31,80,76,"pass"
"642",2219,12,7,0,29,111,29,"pass"
"643",2010,1,14,0,50,94,1,"run"
"644",1920,3,10,0,29,118,91,"pass"
"645",1861,8,14,1,50,113,55,"pass"
"646",1553,2,21,1,82,173,31,"pass"
"647",1461,4,21,0,88,176,15,"pass"
"648",1295,3,21,0,97,177,3,"pass"
"649",1181,2,10,1,32,151,67,"pass"
"650",1082,2,28,1,97,195,40,"pass"
"651",914,22,28,0,116,209,25,"run"
"652",777,3,10,0,33,162,58,"pass"
"653",441,6,31,1,138,274,48,"pass"
"654",311,1,31,1,146,274,1,"run"
"655",3534,1,0,1,6,9,66,"run"
"656",3361,21,0,0,12,18,54,"pass"
"657",3228,3,0,1,7,10,78,"pass"
"658",2888,4,0,0,20,61,4,"pass"
"659",2817,3,0,1,14,34,68,"pass"
"660",2710,8,0,0,23,53,39,"pass"
"661",2668,7,3,1,23,69,70,"pass"
"662",2308,1,0,1,27,59,66,"run"
"663",2217,10,0,0,27,59,65,"pass"
"664",2156,7,10,0,50,112,81,"pass"
"665",2043,1,0,1,32,76,46,"run"
"666",1917,9,0,0,31,95,31,"pass"
"667",1900,1,10,1,56,121,66,"run"
"668",1713,9,17,0,57,181,74,"pass"
"669",1546,1,3,0,39,104,42,"run"
"670",1341,3,17,1,64,205,67,"pass"
"671",1122,11,17,0,68,241,31,"pass"
"672",1081,1,3,1,39,120,40,"pass"
"673",1006,2,3,0,40,128,25,"run"
"674",902,7,17,0,71,241,94,"pass"
"675",744,15,3,1,63,152,35,"run"
"676",551,20,10,0,69,158,96,"pass"
"677",459,7,10,1,69,180,51,"pass"
"678",142,1,24,0,146,249,35,"run"
"679",66,18,17,0,88,228,47,"pass"
"680",3525,5,0,1,7,6,70,"run"
"681",3330,8,0,0,10,60,8,"run"
"682",3204,9,0,0,0,16,59,"pass"
"683",3122,9,3,0,13,66,89,"run"
"684",2884,16,3,0,36,67,56,"pass"
"685",2789,5,3,0,33,72,34,"run"
"686",2663,3,0,1,2,31,48,"pass"
"687",2561,9,0,1,0,58,41,"pass"
"688",2310,3,3,1,53,73,58,"run"
"689",2211,1,3,1,66,73,45,"run"
"690",1879,1,7,1,9,92,53,"pass"
"691",1807,6,10,1,133,84,51,"run"
"692",1661,15,7,0,10,135,80,"pass"
"693",1562,4,20,1,146,147,63,"pass"
"694",1458,10,7,1,10,210,62,"pass"
"695",1327,11,27,0,146,163,76,"pass"
"696",1236,4,14,0,15,211,64,"pass"
"697",853,9,27,0,188,181,36,"pass"
"698",724,22,27,0,191,181,37,"pass"
"699",636,3,14,1,22,234,79,"pass"
"700",503,6,14,1,28,274,24,"pass"
"701",314,5,27,1,207,193,59,"pass"
"702",175,15,21,0,28,311,70,"pass"
"703",61,6,34,0,259,193,45,"run"
"704",3538,2,0,1,8,6,67,"pass"
"705",3465,6,0,0,12,6,57,"pass"
"706",3292,3,0,1,14,12,45,"pass"
"707",3172,15,0,0,14,22,44,"pass"
"708",2982,3,0,1,33,15,42,"pass"
"709",2744,6,0,0,38,39,10,"pass"
"710",2673,6,3,0,14,36,71,"pass"
"711",2455,9,3,1,59,65,23,"pass"
"712",2399,5,3,0,58,65,5,"pass"
"713",2317,13,3,0,11,36,78,"pass"
"714",2189,2,6,0,59,83,50,"pass"
"715",2058,3,3,0,18,51,68,"pass"
"716",1996,4,6,0,59,89,73,"pass"
"717",1912,6,3,0,22,66,18,"pass"
"718",1881,2,6,1,59,102,51,"pass"
"719",1844,17,6,0,59,102,53,"pass"
"720",1618,3,3,0,35,75,51,"pass"
"721",1554,9,6,0,60,104,96,"pass"
"722",1480,9,3,0,44,75,40,"run"
"723",1342,7,6,1,65,149,72,"pass"
"724",1233,2,6,1,74,154,22,"run"
"725",1119,1,6,1,80,162,7,"run"
"726",1035,16,6,0,44,84,81,"pass"
"727",818,2,13,0,101,183,42,"pass"
"728",686,1,6,1,58,84,71,"run"
"729",562,11,6,1,86,81,67,"run"
"730",380,3,6,0,86,92,13,"pass"
"731",162,4,9,1,86,105,69,"pass"
"732",120,2,9,0,86,113,54,"pass"
"733",36,13,20,0,134,236,37,"qb_kneel"
"734",3441,6,0,0,21,17,37,"pass"
"735",3362,2,0,0,0,13,47,"pass"
"736",3204,7,0,1,44,47,39,"pass"
"737",2945,4,0,0,8,25,55,"pass"
"738",2739,5,7,1,53,108,37,"pass"
"739",2681,10,0,0,8,21,75,"pass"
"740",2553,1,14,1,90,108,64,"run"
"741",2355,9,14,0,89,134,23,"pass"
"742",2253,1,0,1,22,21,66,"run"
"743",2206,10,0,1,22,33,61,"pass"
"744",1916,11,17,0,95,146,24,"run"
"745",1828,1,0,1,25,62,66,"pass"
"746",1294,12,7,1,55,161,34,"run"
"747",1110,1,7,1,61,172,1,"run"
"748",964,11,28,1,147,201,59,"pass"
"749",898,11,28,0,146,201,44,"pass"
"750",773,1,14,1,72,212,31,"run"
"751",618,7,14,0,75,232,12,"pass"
"752",537,9,14,1,77,241,9,"pass"
"753",488,14,28,0,147,204,79,"pass"
"754",191,16,28,0,151,209,81,"pass"
"755",68,11,28,0,127,321,21,"run"
"756",3482,2,0,1,16,10,55,"pass"
"757",3372,6,0,1,33,37,20,"run"
"758",3265,4,0,1,34,41,4,"pass"
"759",3176,5,0,0,-4,9,70,"pass"
"760",3078,5,7,0,34,50,64,"pass"
"761",2957,1,0,0,5,9,81,"run"
"762",2818,1,0,0,18,9,68,"run"
"763",2670,2,7,1,36,99,56,"pass"
"764",2577,1,7,1,42,104,35,"run"
"765",2474,7,7,1,43,113,30,"pass"
"766",2396,7,7,0,46,116,20,"pass"
"767",2308,4,0,0,24,9,69,"pass"
"768",2260,8,10,0,48,116,75,"pass"
"769",2142,3,10,1,48,153,47,"pass"
"770",1850,1,7,1,33,94,55,"run"
"771",1812,5,7,0,66,94,16,"pass"
"772",1745,17,10,0,66,94,82,"run"
"773",1599,14,18,1,81,180,39,"pass"
"774",1352,3,18,0,102,180,3,"pass"
"775",1228,9,21,0,102,181,36,"pass"
"776",1178,17,10,0,64,116,82,"pass"
"777",920,5,24,1,113,224,44,"pass"
"778",781,11,24,0,111,248,11,"pass"
"779",517,15,27,0,125,249,15,"run"
"780",452,4,10,0,64,137,69,"pass"
"781",276,1,30,0,131,249,83,"run"
"782",198,10,10,0,64,170,58,"pass"
"783",37,11,30,0,134,255,37,"qb_kneel"
"784",3268,8,0,1,16,58,17,"pass"
"785",2798,10,7,0,21,63,63,"pass"
"786",2636,7,7,1,21,83,66,"pass"
"787",2532,4,7,1,34,92,53,"run"
"788",2422,1,7,0,35,97,28,"run"
"789",2270,10,7,0,21,105,27,"pass"
"790",2010,1,7,1,21,130,66,"pass"
"791",1920,6,7,0,25,133,46,"run"
"792",1858,5,14,0,50,141,89,"pass"
"793",1607,5,14,0,66,221,13,"run"
"794",1449,4,14,1,69,229,4,"run"
"795",1362,2,14,0,31,185,60,"pass"
"796",1114,7,14,0,52,216,7,"pass"
"797",967,2,21,0,76,242,55,"run"
"798",721,10,17,1,72,256,17,"pass"
"799",575,3,21,1,76,257,68,"pass"
"800",418,12,21,1,76,279,52,"pass"
"801",306,7,21,1,89,277,37,"run"
"802",131,18,31,0,76,259,80,"pass"
"803",23,6,28,0,102,323,23,"pass"
"804",515,6,31,1,76,296,54,"pass"
"805",348,2,31,1,82,328,6,"pass"
"806",3273,7,0,1,12,41,35,"pass"
"807",3142,1,0,1,5,6,66,"run"
"808",2859,13,0,0,18,42,30,"pass"
"809",2619,6,7,0,84,57,9,"pass"
"810",2574,4,3,1,18,68,54,"pass"
"811",2271,9,10,0,102,69,45,"pass"
"812",1910,1,10,1,53,143,4,"run"
"813",1572,5,17,0,59,167,52,"pass"
"814",1442,7,17,0,109,121,79,"pass"
"815",992,7,17,0,111,152,39,"pass"
"816",970,10,17,0,72,205,75,"pass"
"817",733,1,20,1,127,199,15,"run"
"818",623,2,17,0,72,225,55,"pass"
"819",477,1,17,1,80,253,27,"run"
"820",445,21,17,0,80,253,30,"pass"
"821",342,2,27,0,139,206,67,"pass"
"822",298,5,20,0,85,253,75,"pass"
"823",185,3,27,0,146,206,8,"pass"
"824",172,10,20,0,85,262,70,"pass"
"825",120,12,30,0,156,206,40,"run"
"826",112,25,30,0,159,206,53,"run"
"827",86,5,20,1,89,267,65,"run"
"828",54,1,20,1,89,282,51,"pass"
"829",19,2,20,1,89,307,37,"pass"
"830",3525,9,0,1,2,17,74,"pass"
"831",3367,5,0,0,2,48,25,"pass"
"832",3154,2,0,1,38,11,27,"run"
"833",2733,13,0,0,10,93,25,"pass"
"834",2696,8,3,0,12,93,73,"pass"
"835",2595,4,14,1,57,124,84,"pass"
"836",2467,8,14,0,59,131,29,"pass"
"837",2297,9,3,0,12,94,74,"pass"
"838",1916,4,3,0,28,118,4,"pass"
"839",1894,9,21,0,71,154,74,"pass"
"840",1820,13,11,1,28,178,66,"pass"
"841",1742,21,21,0,69,154,86,"pass"
"842",1679,10,14,1,44,178,57,"run"
"843",1533,10,21,0,80,154,64,"pass"
"844",1399,3,21,0,70,213,24,"pass"
"845",1277,2,21,1,82,173,43,"pass"
"846",1076,2,21,0,89,186,10,"pass"
"847",758,9,24,0,90,186,69,"pass"
"848",154,1,24,1,108,230,3,"run"
"849",117,4,24,0,108,230,4,"pass"
"850",101,11,35,0,122,299,58,"run"
"851",35,3,27,0,108,242,80,"pass"
"852",3547,3,0,0,0,8,72,"pass"
"853",3465,10,0,0,0,4,86,"pass"
"854",3367,7,0,1,3,36,85,"pass"
"855",3247,16,0,0,5,36,63,"pass"
"856",2847,14,0,0,11,56,26,"pass"
"857",2501,14,0,0,15,71,30,"pass"
"858",2445,8,3,1,13,75,73,"pass"
"859",2354,9,3,0,16,71,74,"pass"
"860",2271,3,10,1,24,134,66,"pass"
"861",1920,6,10,0,42,168,6,"pass"
"862",1868,14,3,0,20,71,79,"pass"
"863",1834,10,13,0,42,188,63,"pass"
"864",1729,1,13,0,42,197,66,"run"
"865",1452,6,3,0,35,120,29,"run"
"866",1334,3,13,1,49,208,56,"pass"
"867",1262,20,13,0,62,208,55,"run"
"868",1131,7,3,0,39,120,71,"pass"
"869",1023,7,13,0,62,221,72,"pass"
"870",965,17,3,0,39,120,72,"pass"
"871",910,10,13,0,62,221,82,"pass"
"872",830,4,3,0,45,120,37,"pass"
"873",594,3,13,1,102,243,3,"run"
"874",542,14,3,1,41,143,86,"pass"
"875",417,2,3,1,44,166,28,"run"
"876",345,6,3,1,44,192,22,"pass"
"877",294,9,3,0,44,198,9,"pass"
"878",150,10,20,0,118,243,63,"run"
"879",39,12,20,0,115,243,13,"qb_kneel"
"880",3521,10,0,1,14,-1,75,"run"
"881",3401,8,0,1,12,33,60,"pass"
"882",3278,9,0,0,13,44,18,"pass"
"883",2985,19,0,0,12,36,34,"pass"
"884",2938,2,3,1,21,48,76,"pass"
"885",2861,8,3,0,23,48,70,"pass"
"886",2805,9,0,0,13,36,79,"pass"
"887",2549,1,0,0,30,87,1,"run"
"888",2423,4,10,1,29,88,92,"pass"
"889",2217,8,10,1,57,107,64,"pass"
"890",2109,2,10,1,65,114,37,"run"
"891",1931,12,10,0,65,128,32,"pass"
"892",1879,1,0,0,30,96,66,"pass"
"893",1826,10,13,0,72,140,22,"pass"
"894",1650,5,0,1,48,107,69,"pass"
"895",1294,20,16,0,82,179,60,"pass"
"896",1101,22,0,0,105,112,74,"pass"
"897",900,2,16,0,94,199,38,"run"
"898",727,2,16,1,99,218,13,"pass"
"899",612,5,0,0,105,115,70,"pass"
"900",534,12,0,0,105,119,77,"pass"
"901",359,7,30,1,126,218,51,"run"
"902",139,2,30,1,170,218,2,"run"
"903",55,19,0,0,105,170,33,"pass"
"904",3562,8,0,0,2,-2,73,"pass"
"905",3464,6,0,1,4,23,75,"pass"
"906",3367,4,0,1,6,33,31,"pass"
"907",3227,16,0,0,6,39,31,"pass"
"908",3207,20,0,0,6,45,35,"pass"
"909",3041,1,0,0,11,25,29,"run"
"910",2925,7,0,0,15,25,25,"pass"
"911",2827,10,3,0,6,60,60,"pass"
"912",2574,22,3,0,22,103,27,"pass"
"913",2460,6,3,0,10,60,71,"pass"
"914",2332,9,6,0,68,103,15,"pass"
"915",2277,2,3,1,10,73,67,"pass"
"916",2103,10,3,1,25,130,47,"pass"
"917",2063,16,9,0,68,103,81,"pass"
"918",1969,8,10,0,30,132,26,"pass"
"919",1912,1,9,1,72,131,42,"run"
"920",1855,10,9,0,72,153,19,"pass"
"921",1818,9,13,0,31,158,48,"pass"
"922",1748,9,13,0,32,158,68,"pass"
"923",1665,3,12,1,72,166,64,"pass"
"924",1492,3,12,0,79,195,21,"pass"
"925",1398,11,13,0,31,197,37,"pass"
"926",1135,1,15,1,92,257,1,"run"
"927",1018,3,13,1,33,227,54,"pass"
"928",905,5,13,1,33,267,26,"pass"
"929",688,10,20,1,34,279,75,"pass"
"930",582,2,20,1,44,287,55,"run"
"931",496,14,20,0,44,293,49,"pass"
"932",395,2,29,0,127,291,73,"pass"
"933",342,10,20,0,44,301,68,"pass"
"934",249,4,20,1,44,314,69,"pass"
"935",135,4,20,1,44,336,44,"pass"
"936",35,12,37,0,146,296,44,"qb_kneel"
"937",3562,8,0,1,2,10,73,"pass"
"938",3459,5,0,0,8,9,58,"pass"
"939",3328,4,0,0,6,15,76,"pass"
"940",3072,3,0,1,24,15,68,"run"
"941",2898,6,0,0,45,15,36,"pass"
"942",2700,2,7,1,31,83,61,"pass"
"943",2545,7,7,1,52,93,25,"pass"
"944",2328,7,0,0,53,29,53,"pass"
"945",2028,1,14,1,79,166,7,"run"
"946",1920,7,21,0,75,176,23,"pass"
"947",1852,9,0,0,53,40,74,"pass"
"948",1715,7,0,0,60,39,72,"pass"
"949",1603,6,34,1,90,263,60,"pass"
"950",1480,3,34,1,97,269,16,"pass"
"951",1364,3,34,1,103,272,3,"pass"
"952",1301,1,0,1,71,39,66,"run"
"953",1187,5,0,0,76,39,59,"pass"
"954",1107,4,41,0,109,272,35,"pass"
"955",1054,1,0,1,87,39,19,"run"
"956",946,5,0,0,93,42,12,"run"
"957",856,6,0,0,98,42,6,"run"
"958",732,5,41,1,114,283,70,"pass"
"959",563,12,41,1,124,298,49,"pass"
"960",434,5,41,0,124,303,29,"pass"
"961",263,4,3,1,116,99,9,"pass"
"962",177,6,41,1,138,303,71,"run"
"963",3496,3,0,0,51,3,22,"pass"
"964",3350,16,0,0,4,1,81,"pass"
"965",3116,2,3,1,79,30,15,"pass"
"966",2816,4,0,0,10,47,31,"pass"
"967",2733,4,9,1,90,42,69,"pass"
"968",2417,4,3,1,36,58,43,"pass"
"969",2280,1,3,1,50,68,29,"run"
"970",1941,4,15,0,180,68,31,"pass"
"971",1900,7,15,0,180,75,24,"pass"
"972",1866,1,10,1,69,92,66,"run"
"973",1843,20,10,0,69,102,70,"pass"
"974",1731,1,10,1,81,108,66,"run"
"975",1632,7,10,1,81,143,54,"pass"
"976",1564,12,10,1,94,141,24,"run"
"977",1475,7,10,0,97,141,8,"pass"
"978",1373,13,21,0,184,95,78,"run"
"979",1124,13,13,0,140,188,14,"pass"
"980",1029,8,21,1,186,118,93,"pass"
"981",917,8,21,0,193,113,68,"pass"
"982",710,4,13,1,158,200,32,"pass"
"983",580,8,13,0,160,210,8,"pass"
"984",447,2,21,1,193,189,2,"pass"
"985",384,1,16,1,173,240,36,"run"
"986",319,1,16,1,175,249,18,"run"
"987",185,6,16,0,185,249,6,"pass"
"988",170,1,28,1,205,189,71,"run"
"989",3442,5,0,0,5,0,70,"pass"
"990",2862,1,0,1,15,49,20,"run"
"991",2781,6,0,1,19,61,12,"pass"
"992",2568,4,14,1,73,140,34,"pass"
"993",2235,17,7,0,38,114,17,"pass"
"994",2134,1,21,0,100,155,66,"run"
"995",2004,17,10,0,35,115,40,"pass"
"996",1811,4,10,0,35,193,4,"pass"
"997",1681,3,13,0,40,205,56,"run"
"998",1563,3,35,1,145,215,83,"pass"
"999",1478,3,35,1,152,237,67,"pass"
"1000",1376,1,35,0,196,237,1,"pass"
"1001",1301,6,13,1,44,224,60,"pass"
"1002",1223,6,13,0,48,249,48,"pass"
"1003",938,7,42,1,212,299,19,"pass"
"1004",865,7,13,0,51,249,72,"pass"
"1005",763,1,56,0,219,308,72,"pass"
"1006",638,3,13,0,52,255,68,"pass"
"1007",557,10,56,1,219,376,68,"pass"
"1008",286,3,20,0,62,306,9,"pass"
"1009",78,13,70,0,351,376,26,"run"
"1010",3553,12,0,0,-2,7,89,"pass"
"1011",3401,9,0,0,7,11,30,"pass"
"1012",3313,1,0,1,2,14,53,"run"
"1013",3011,2,0,0,19,25,55,"run"
"1014",2813,5,7,0,22,80,50,"pass"
"1015",2627,1,0,1,51,37,48,"run"
"1016",2564,8,0,0,53,41,37,"pass"
"1017",2396,5,7,1,27,104,19,"pass"
"1018",2250,2,7,1,40,108,4,"pass"
"1019",2141,6,0,0,57,64,50,"pass"
"1020",2051,10,14,0,40,113,85,"pass"
"1021",1873,10,0,0,69,89,45,"pass"
"1022",1835,6,14,1,47,116,62,"pass"
"1023",1820,1,14,1,47,133,47,"pass"
"1024",1470,8,17,0,47,174,73,"pass"
"1025",1377,1,7,1,105,123,59,"pass"
"1026",1220,6,7,0,106,157,18,"run"
"1027",1048,7,10,0,109,167,62,"pass"
"1028",969,1,24,1,45,203,40,"pass"
"1029",895,1,24,1,47,212,13,"run"
"1030",769,7,24,0,50,212,8,"pass"
"1031",645,4,10,1,109,242,26,"pass"
"1032",548,3,27,1,57,280,68,"pass"
"1033",475,2,17,1,109,279,50,"pass"
"1034",416,9,17,0,110,279,37,"pass"
"1035",317,2,34,1,79,280,36,"run"
"1036",180,9,34,0,86,280,21,"run"
"1037",84,4,17,1,113,288,81,"pass"
"1038",3536,8,0,0,26,0,49,"pass"
"1039",3381,6,0,1,10,11,65,"pass"
"1040",3042,1,0,1,32,5,66,"run"
"1041",2953,8,0,0,32,7,62,"pass"
"1042",2720,7,0,1,47,23,62,"pass"
"1043",2625,11,0,0,46,27,50,"pass"
"1044",2498,4,7,0,50,89,87,"pass"
"1045",2337,1,0,1,50,57,41,"run"
"1046",2173,3,0,1,56,90,17,"pass"
"1047",2097,1,7,1,59,97,10,"run"
"1048",2014,7,7,0,61,97,7,"pass"
"1049",1961,5,7,0,55,89,70,"run"
"1050",1874,1,10,1,72,97,45,"run"
"1051",1842,9,10,0,72,103,42,"pass"
"1052",1747,1,7,1,74,95,66,"run"
"1053",1609,1,7,0,83,98,55,"run"
"1054",1423,3,10,0,80,114,36,"pass"
"1055",1375,6,7,0,83,102,71,"pass"
"1056",1282,3,13,1,83,128,81,"pass"
"1057",1250,10,13,0,83,128,71,"pass"
"1058",1142,1,7,1,106,111,59,"run"
"1059",919,1,7,1,133,133,10,"run"
"1060",818,6,13,1,108,139,47,"pass"
"1061",690,6,13,0,112,139,35,"pass"
"1062",500,8,14,0,156,153,38,"pass"
"1063",302,5,16,0,119,147,60,"pass"
"1064",210,6,17,1,174,153,75,"run"
"1065",152,5,17,0,179,153,51,"pass"
"1066",125,11,16,0,119,147,99,"pass"
"1067",115,9,19,0,182,153,74,"run"
"1068",67,6,16,0,119,180,34,"pass"
"1069",34,2,19,1,182,165,67,"pass"
"1070",11,20,19,0,182,195,61,"pass"
"1071",523,6,19,0,119,186,71,"pass"
"1072",429,6,19,0,186,195,44,"pass"
"1073",301,2,19,0,121,227,47,"run"
"1074",208,3,19,0,186,202,47,"pass"
"1075",78,5,19,0,139,227,35,"run"
"1076",3510,11,0,0,2,13,76,"pass"
"1077",3221,8,0,0,31,9,26,"pass"
"1078",3090,5,0,1,6,33,62,"pass"
"1079",2907,7,0,1,18,73,28,"pass"
"1080",2710,4,0,0,50,14,46,"pass"
"1081",2620,1,7,1,18,87,71,"pass"
"1082",2537,7,7,1,18,99,66,"pass"
"1083",2454,9,7,0,19,97,56,"pass"
"1084",2017,15,7,1,60,122,15,"pass"
"1085",1935,5,7,0,58,122,5,"pass"
"1086",1856,1,7,0,22,186,1,"run"
"1087",1733,2,10,0,81,146,52,"pass"
"1088",1560,9,14,0,25,248,35,"pass"
"1089",1484,5,10,1,82,156,52,"pass"
"1090",1367,4,10,0,83,166,40,"pass"
"1091",1166,11,10,1,93,191,55,"run"
"1092",1094,6,10,0,93,195,36,"pass"
"1093",953,9,21,0,29,349,60,"pass"
"1094",803,5,17,1,107,252,64,"pass"
"1095",531,17,21,1,32,401,50,"pass"
"1096",450,9,24,1,118,320,74,"pass"
"1097",352,1,24,1,121,340,23,"run"
"1098",181,2,24,0,131,348,2,"pass"
"1099",117,11,28,0,31,454,86,"pass"
"1100",47,10,24,0,130,358,20,"pass"
"1101",3556,1,0,1,0,21,66,"pass"
"1102",3393,4,0,0,10,27,38,"pass"
"1103",3211,11,0,0,28,24,11,"pass"
"1104",3098,11,0,0,12,38,76,"pass"
"1105",2976,1,3,0,29,32,65,"pass"
"1106",2883,4,0,1,14,48,73,"pass"
"1107",2584,11,0,0,21,77,31,"pass"
"1108",2396,3,3,0,36,95,5,"pass"
"1109",2352,10,3,1,21,88,75,"pass"
"1110",2270,18,3,0,21,96,72,"pass"
"1111",2137,9,6,0,37,102,63,"pass"
"1112",2036,10,3,0,21,109,76,"pass"
"1113",1953,18,3,0,23,109,49,"pass"
"1114",1889,18,6,0,52,106,87,"run"
"1115",1804,19,3,0,23,144,34,"qb_spike"
"1116",1584,6,6,0,56,151,17,"pass"
"1117",1409,10,6,1,38,173,44,"pass"
"1118",1100,8,13,0,52,235,30,"pass"
"1119",984,16,9,0,62,204,81,"run"
"1120",809,9,16,1,65,245,59,"pass"
"1121",719,8,16,0,67,252,47,"pass"
"1122",571,18,9,0,62,204,88,"pass"
"1123",442,5,16,0,68,259,35,"pass"
"1124",405,10,9,0,62,209,75,"pass"
"1125",270,18,19,0,69,259,84,"run"
"1126",169,3,9,0,62,231,39,"pass"
"1127",66,1,9,1,71,269,1,"pass"
"1128",39,11,19,0,67,259,46,"qb_kneel"
"1129",3513,15,0,0,-6,1,80,"pass"
"1130",3461,6,0,1,4,18,54,"pass"
"1131",3351,3,0,0,3,26,29,"pass"
"1132",3299,7,0,1,-3,13,72,"pass"
"1133",3185,8,0,0,-1,13,58,"pass"
"1134",3018,3,3,0,14,34,45,"pass"
"1135",2921,7,0,0,2,16,91,"pass"
"1136",2811,5,3,1,29,52,42,"pass"
"1137",2700,16,3,0,33,52,30,"pass"
"1138",2642,22,0,0,2,16,74,"pass"
"1139",2547,5,3,1,38,67,73,"pass"
"1140",2410,3,0,0,0,25,62,"pass"
"1141",2331,3,10,1,42,133,85,"pass"
"1142",2262,5,10,0,47,133,75,"pass"
"1143",2082,2,0,0,19,25,49,"run"
"1144",1920,6,0,0,29,29,38,"pass"
"1145",1827,8,10,1,63,142,59,"pass"
"1146",1808,2,10,1,74,142,42,"run"
"1147",1746,1,10,1,85,142,66,"run"
"1148",1536,6,10,0,100,158,33,"pass"
"1149",1362,3,3,0,35,41,55,"pass"
"1150",1221,23,13,0,105,165,93,"run"
"1151",1129,13,3,0,32,47,54,"pass"
"1152",1032,15,13,1,105,181,85,"pass"
"1153",920,9,13,0,106,181,68,"pass"
"1154",898,10,3,0,33,47,69,"run"
"1155",680,1,13,0,138,181,45,"run"
"1156",604,5,3,1,33,70,82,"pass"
"1157",176,6,13,0,143,201,50,"pass"
"1158",147,15,10,0,38,126,95,"pass"
"1159",120,3,15,0,150,201,77,"pass"
"1160",91,10,10,0,38,126,55,"pass"
"1161",68,4,15,0,157,201,40,"run"
"1162",3571,10,0,0,0,0,75,"pass"
"1163",3393,7,0,0,8,15,49,"pass"
"1164",3183,6,0,1,6,22,23,"pass"
"1165",3104,5,0,1,11,30,8,"pass"
"1166",3051,10,0,1,22,28,62,"run"
"1167",2905,10,0,0,27,28,48,"pass"
"1168",2824,3,7,1,11,41,83,"pass"
"1169",2700,9,7,0,11,52,78,"pass"
"1170",2572,4,0,1,33,37,68,"pass"
"1171",2454,15,0,0,38,37,64,"pass"
"1172",2183,10,0,1,54,74,40,"pass"
"1173",2099,8,0,0,56,74,27,"pass"
"1174",1880,1,14,0,47,69,36,"pass"
"1175",1814,7,14,0,49,96,7,"pass"
"1176",1705,14,0,0,49,81,79,"pass"
"1177",1551,9,17,0,54,103,50,"pass"
"1178",1443,9,0,0,49,87,89,"pass"
"1179",1367,1,17,1,64,108,47,"run"
"1180",1289,6,17,0,68,108,37,"pass"
"1181",1201,6,0,1,53,99,91,"pass"
"1182",1098,4,0,1,59,111,73,"pass"
"1183",904,5,0,0,63,155,16,"pass"
"1184",819,9,17,0,69,115,86,"pass"
"1185",668,7,0,0,70,194,20,"pass"
"1186",523,4,17,0,75,147,61,"pass"
"1187",488,10,3,1,70,205,13,"pass"
"1188",457,2,3,0,71,205,2,"run"
"1189",337,3,17,0,75,159,76,"pass"
"1190",296,1,11,1,74,214,71,"run"
"1191",179,3,11,1,98,259,8,"pass"
"1192",75,8,17,0,77,204,30,"pass"
"1193",25,12,18,0,95,259,66,"qb_kneel"
"1194",3558,6,0,1,4,14,71,"pass"
"1195",3392,8,0,1,20,38,45,"pass"
"1196",3282,1,0,1,22,46,12,"run"
"1197",3233,10,0,0,22,46,11,"pass"
"1198",3185,4,0,1,6,7,69,"pass"
"1199",3087,1,0,1,8,15,53,"run"
"1200",2939,8,0,0,10,39,28,"pass"
"1201",2802,9,3,0,25,68,57,"pass"
"1202",2700,16,3,0,12,47,96,"pass"
"1203",2628,15,3,1,25,98,77,"pass"
"1204",2417,13,3,1,44,112,31,"pass"
"1205",2273,5,3,1,49,121,9,"pass"
"1206",2219,2,3,0,12,55,67,"pass"
"1207",2127,1,10,1,61,130,64,"run"
"1208",1911,12,10,1,87,157,20,"pass"
"1209",1858,2,3,1,12,68,67,"pass"
"1210",1822,3,3,0,12,92,38,"pass"
"1211",1652,7,6,0,17,105,57,"pass"
"1212",1562,8,17,0,92,157,94,"pass"
"1213",1155,3,17,0,102,215,3,"pass"
"1214",1047,9,12,0,25,118,80,"pass"
"1215",810,17,20,0,109,254,25,"pass"
"1216",676,11,12,0,25,129,76,"pass"
"1217",453,2,23,1,120,283,32,"pass"
"1218",228,17,12,0,25,137,52,"pass"
"1219",210,5,30,0,131,310,47,"run"
"1220",138,6,12,0,29,137,91,"pass"
"1221",69,4,30,1,142,310,45,"run"
"1222",3526,3,0,1,7,7,68,"pass"
"1223",3449,8,0,0,9,7,59,"pass"
"1224",3260,1,0,0,8,53,14,"pass"
"1225",3140,7,0,0,9,28,66,"run"
"1226",2968,6,0,1,35,56,26,"run"
"1227",2897,15,0,0,35,56,18,"pass"
"1228",2806,13,0,0,8,28,78,"pass"
"1229",2697,5,3,0,42,71,54,"pass"
