"","game_seconds_remaining","ydstogo","posteam_score","first_down","runningRush","runningPass","yardline_100","play_type"
"1413",662,11,14,1,97,162,25,"pass"
"1414",580,9,14,1,98,175,13,"pass"
"1415",349,10,28,1,124,302,75,"run"
"1416",191,5,28,0,171,302,22,"run"
"1417",115,10,28,0,98,223,33,"pass"
"1418",74,10,28,1,171,327,64,"pass"
"1419",38,13,28,0,171,335,53,"pass"
"1420",3524,12,0,0,0,-2,77,"pass"
"1421",3461,19,0,0,0,9,25,"pass"
"1422",3347,1,0,1,11,-2,66,"run"
"1423",3244,5,0,1,13,36,59,"pass"
"1424",3147,16,3,0,0,9,86,"pass"
"1425",3083,3,7,1,20,83,48,"pass"
"1426",2791,3,3,0,7,9,72,"pass"
"1427",2655,14,14,0,85,114,14,"pass"
"1428",2514,7,3,0,10,9,72,"pass"
"1429",2398,23,24,0,94,133,73,"pass"
"1430",2169,21,3,0,7,31,92,"pass"
"1431",2061,1,24,1,105,138,67,"run"
"1432",2017,10,24,1,105,152,60,"pass"
"1433",1841,6,24,0,121,163,19,"pass"
"1434",1812,4,3,1,7,50,69,"pass"
"1435",1720,1,3,1,10,61,77,"pass"
"1436",1517,15,3,0,19,86,23,"pass"
"1437",1316,12,27,0,124,161,75,"pass"
"1438",1236,21,11,0,9,117,81,"pass"
"1439",1114,2,27,1,132,165,81,"pass"
"1440",999,15,27,0,146,165,82,"run"
"1441",702,2,27,1,162,185,45,"run"
"1442",540,9,27,0,169,205,18,"run"
"1443",405,7,27,0,174,205,7,"run"
"1444",291,1,17,1,27,194,60,"run"
"1445",231,9,34,0,189,205,68,"pass"
"1446",181,7,17,0,27,246,32,"pass"
"1447",115,5,34,0,212,205,26,"run"
"1448",3403,3,0,0,13,29,18,"pass"
"1449",3349,5,0,0,0,5,70,"pass"
"1450",3221,1,3,1,82,29,48,"run"
"1451",3082,1,0,0,13,12,59,"pass"
"1452",2912,2,10,1,96,104,34,"pass"
"1453",2819,7,0,1,12,26,72,"pass"
"1454",2700,16,0,0,12,41,68,"pass"
"1455",2401,3,2,0,14,101,13,"pass"
"1456",2309,5,5,1,19,108,24,"pass"
"1457",2027,6,17,1,124,128,41,"pass"
"1458",1944,3,17,0,124,135,19,"pass"
"1459",1917,6,12,1,37,123,71,"pass"
"1460",1835,7,12,0,46,141,40,"pass"
"1461",1544,8,12,1,60,216,10,"pass"
"1462",1453,16,20,0,124,135,81,"pass"
"1463",1392,8,20,0,60,220,51,"pass"
"1464",1236,7,20,0,143,136,68,"pass"
"1465",1107,11,20,0,107,220,43,"pass"
"1466",953,4,20,1,145,157,71,"pass"
"1467",696,9,20,0,159,195,13,"pass"
"1468",574,6,20,1,107,232,71,"pass"
"1469",381,23,23,1,181,195,60,"run"
"1470",211,1,23,1,184,203,26,"run"
"1471",120,8,23,1,206,203,11,"run"
"1472",3531,11,0,1,5,26,50,"run"
"1473",3421,4,0,1,11,46,10,"pass"
"1474",3349,6,0,1,4,7,71,"pass"
"1475",3258,4,0,0,10,7,58,"pass"
"1476",3067,10,7,0,28,79,39,"pass"
"1477",2618,20,14,0,54,133,25,"run"
"1478",2491,9,0,0,42,11,74,"pass"
"1479",2400,3,17,1,61,136,79,"pass"
"1480",2195,6,17,0,65,179,29,"pass"
"1481",1914,5,0,0,66,47,24,"pass"
"1482",1839,1,20,1,94,179,54,"run"
"1483",1675,11,0,0,66,47,71,"pass"
"1484",1574,5,20,1,99,194,65,"pass"
"1485",1383,4,20,0,116,211,34,"run"
"1486",1124,7,8,0,112,82,31,"pass"
"1487",900,10,23,0,134,223,35,"pass"
"1488",709,1,8,1,116,135,1,"run"
"1489",639,9,23,1,134,243,74,"pass"
"1490",512,3,23,0,141,243,57,"run"
"1491",192,4,15,0,135,178,21,"pass"
"1492",120,5,15,1,134,200,5,"pass"
"1493",108,5,23,0,141,248,70,"pass"
"1494",84,10,23,0,134,200,65,"pass"
"1495",19,2,23,0,149,259,53,"pass"
"1496",355,4,23,1,164,319,22,"pass"
"1497",3344,8,0,1,76,5,12,"run"
"1498",3262,7,0,0,3,0,72,"pass"
"1499",3045,9,7,0,93,11,59,"pass"
"1500",2700,1,7,1,95,36,66,"pass"
"1501",2599,4,7,1,96,63,42,"pass"
"1502",2450,15,7,0,96,76,15,"pass"
"1503",2388,6,7,0,25,42,59,"pass"
"1504",2243,3,10,1,110,83,7,"pass"
"1505",2027,1,17,0,120,102,1,"run"
"1506",1940,12,7,0,30,58,77,"pass"
"1507",1886,4,24,0,127,102,66,"pass"
"1508",1832,1,7,0,30,77,67,"pass"
"1509",1690,6,7,0,30,89,71,"pass"
"1510",1592,12,24,0,124,102,97,"pass"
"1511",1489,19,7,1,30,110,61,"pass"
"1512",1406,1,7,0,38,110,31,"run"
"1513",1202,4,7,0,40,126,4,"pass"
"1514",1031,10,24,0,148,113,50,"pass"
"1515",691,34,10,0,75,153,42,"pass"
"1516",561,18,24,0,159,113,95,"run"
"1517",292,1,10,0,75,207,1,"run"
"1518",225,7,24,0,165,116,72,"run"
"1519",172,10,17,0,76,219,22,"pass"
"1520",120,10,24,1,165,167,89,"pass"
"1521",34,12,24,0,155,167,40,"qb_kneel"
"1522",3445,1,0,1,13,10,55,"run"
"1523",3017,2,7,1,18,59,72,"pass"
"1524",2807,2,7,1,59,80,5,"run"
"1525",2610,8,7,1,6,126,25,"pass"
"1526",2314,17,14,0,16,134,85,"pass"
"1527",2141,5,21,0,62,146,46,"pass"
"1528",2042,2,14,0,19,139,86,"pass"
"1529",1940,1,14,0,17,148,66,"run"
"1530",1910,14,28,0,65,201,35,"pass"
"1531",1823,7,14,0,20,155,72,"run"
"1532",1751,3,14,1,23,162,68,"run"
"1533",1474,6,14,1,60,190,11,"pass"
"1534",1263,13,31,0,77,255,19,"run"
"1535",1126,5,34,1,73,271,20,"pass"
"1536",967,6,20,0,64,214,52,"pass"
"1537",721,6,20,0,131,221,6,"pass"
"1538",626,10,48,0,82,320,83,"pass"
"1539",386,27,20,0,142,266,46,"pass"
"1540",152,5,48,1,107,320,62,"run"
"1541",39,12,48,0,104,320,56,"qb_kneel"
"1542",3342,5,0,0,34,6,5,"pass"
"1543",3254,6,0,0,38,9,73,"pass"
"1544",3058,2,7,0,16,6,48,"run"
"1545",2700,8,7,0,35,28,8,"pass"
"1546",2617,2,0,0,44,11,56,"pass"
"1547",2389,1,0,1,61,50,4,"pass"
"1548",2335,4,10,1,35,41,64,"pass"
"1549",2252,7,10,0,38,41,54,"pass"
"1550",2129,5,7,0,79,50,65,"pass"
"1551",1948,21,10,0,42,51,80,"pass"
"1552",1719,8,13,0,49,70,73,"run"
"1553",1543,8,7,0,103,100,77,"pass"
"1554",1306,11,13,1,47,121,51,"pass"
"1555",1050,8,13,0,44,136,73,"pass"
"1556",776,4,13,1,52,157,56,"pass"
"1557",692,3,13,1,63,157,41,"run"
"1558",574,8,13,0,65,157,35,"pass"
"1559",456,2,21,0,128,139,72,"pass"
"1560",373,4,13,1,70,162,68,"run"
"1561",149,2,13,0,79,204,14,"run"
"1562",70,18,13,0,83,204,18,"pass"
"1563",48,6,21,0,135,139,73,"run"
"1564",3461,6,0,1,4,67,18,"pass"
"1565",3397,1,0,0,0,70,1,"run"
"1566",3229,6,0,1,-3,63,57,"pass"
"1567",3109,1,0,0,6,63,6,"pass"
"1568",2864,1,3,1,18,102,29,"pass"
"1569",2659,15,3,0,19,89,55,"pass"
"1570",2570,8,10,0,23,124,57,"pass"
"1571",2388,6,3,0,23,92,71,"pass"
"1572",2157,5,18,1,44,170,23,"pass"
"1573",2085,7,18,0,47,173,8,"pass"
"1574",1920,5,3,1,32,120,60,"pass"
"1575",1830,8,3,0,32,122,73,"pass"
"1576",1737,4,3,1,38,143,69,"pass"
"1577",1649,6,3,0,43,146,44,"run"
"1578",1574,3,28,1,54,203,45,"run"
"1579",1517,6,28,1,54,226,33,"pass"
"1580",1405,2,28,0,59,229,6,"pass"
"1581",1284,6,3,0,43,150,71,"pass"
"1582",1129,3,31,0,67,237,22,"pass"
"1583",1045,1,3,1,44,161,60,"run"
"1584",964,10,3,0,44,161,57,"pass"
"1585",799,12,31,0,69,256,76,"pass"
"1586",671,4,3,0,46,165,79,"pass"
"1587",522,5,31,1,120,261,9,"pass"
"1588",401,3,31,1,124,261,3,"run"
"1589",252,10,3,0,53,207,33,"pass"
"1590",147,5,38,1,126,281,53,"pass"
"1591",40,11,38,0,124,281,47,"qb_kneel"
"1592",3329,3,0,1,41,27,5,"run"
"1593",3196,7,0,1,11,0,78,"run"
"1594",3082,1,0,1,21,0,61,"run"
"1595",2877,3,7,1,59,34,27,"pass"
"1596",2788,6,7,0,63,34,18,"pass"
"1597",2714,10,0,0,18,5,75,"pass"
"1598",2537,6,10,0,82,63,20,"pass"
"1599",2451,8,0,0,18,7,77,"pass"
"1600",2275,1,13,0,84,100,28,"run"
"1601",2113,8,0,0,30,16,58,"pass"
"1602",1930,5,13,0,92,122,55,"pass"
"1603",1866,14,0,0,30,35,69,"pass"
"1604",1699,7,0,1,48,47,57,"pass"
"1605",1514,2,0,0,72,51,15,"run"
"1606",1435,6,16,0,96,179,71,"pass"
"1607",1337,4,3,1,74,87,40,"pass"
"1608",1254,5,3,0,77,87,5,"pass"
"1609",1194,9,16,0,97,195,58,"pass"
"1610",1018,18,6,0,93,114,50,"pass"
"1611",821,11,16,1,105,233,36,"pass"
"1612",615,2,6,0,93,122,64,"pass"
"1613",444,1,23,1,134,252,66,"run"
"1614",317,4,23,1,144,252,59,"run"
"1615",226,7,23,1,139,312,52,"pass"
"1616",168,1,6,1,108,122,66,"run"
"1617",82,4,6,1,110,132,54,"pass"
"1618",3389,6,0,1,19,20,48,"pass"
"1619",3282,3,0,0,29,20,29,"run"
"1620",3185,12,0,0,-2,0,75,"pass"
"1621",3029,11,0,0,45,25,52,"pass"
"1622",2820,8,0,0,-2,38,66,"pass"
"1623",2636,4,0,1,51,58,84,"pass"
"1624",2529,11,0,0,50,58,63,"pass"
"1625",2372,13,7,0,-1,67,65,"pass"
"1626",2234,4,0,1,54,96,78,"pass"
"1627",2146,2,0,1,55,111,48,"pass"
"1628",2031,15,0,0,55,122,45,"pass"
"1629",1912,10,7,1,10,130,52,"pass"
"1630",1874,11,3,0,59,121,76,"run"
"1631",1843,8,14,0,18,130,87,"run"
"1632",1819,1,14,1,30,130,68,"run"
"1633",1689,1,14,1,35,162,63,"pass"
"1634",1492,2,14,0,67,170,16,"run"
"1635",1392,7,3,0,59,124,81,"pass"
"1636",1301,5,14,0,72,170,35,"pass"
"1637",1205,2,3,1,69,131,33,"run"
"1638",1109,3,3,0,72,137,18,"run"
"1639",870,5,3,0,83,154,58,"pass"
"1640",728,22,3,0,83,166,64,"pass"
"1641",641,7,21,0,72,173,67,"pass"
"1642",571,7,3,1,100,176,84,"run"
"1643",332,8,21,0,114,173,8,"pass"
"1644",223,8,3,0,106,203,62,"run"
"1645",120,6,24,0,121,173,31,"run"
"1646",3429,1,0,0,9,25,41,"pass"
"1647",3302,12,0,0,11,30,26,"pass"
"1648",3163,6,0,1,10,23,53,"run"
"1649",3072,16,0,0,10,39,53,"pass"
"1650",2977,9,3,0,12,30,83,"pass"
"1651",2926,7,0,0,13,39,60,"pass"
"1652",2876,7,3,1,15,40,78,"pass"
"1653",2662,5,3,0,15,64,49,"pass"
"1654",2400,7,0,1,36,77,33,"run"
"1655",2200,8,0,1,34,95,13,"pass"
"1656",2125,4,0,1,32,99,4,"pass"
"1657",2086,7,3,1,18,74,72,"pass"
"1658",1981,4,3,0,24,74,56,"pass"
"1659",1898,1,7,1,48,108,60,"run"
"1660",1724,8,14,0,64,144,73,"pass"
"1661",1598,16,3,0,28,68,50,"pass"
"1662",1437,1,14,0,84,144,68,"run"
"1663",1103,5,3,1,64,84,27,"pass"
"1664",992,9,3,0,64,92,18,"pass"
"1665",850,10,14,0,104,176,40,"run"
"1666",745,2,6,0,68,97,67,"run"
"1667",731,11,6,1,68,117,76,"pass"
"1668",616,1,6,1,70,138,35,"run"
"1669",518,10,6,0,70,140,26,"pass"
"1670",421,5,17,1,106,187,70,"pass"
"1671",251,7,17,1,109,241,47,"pass"
"1672",233,5,17,1,109,246,5,"pass"
"1673",214,10,9,0,70,140,75,"pass"
"1674",153,1,23,0,118,246,10,"run"
"1675",34,12,26,0,114,246,52,"qb_kneel"
"1676",3368,7,0,0,10,50,21,"pass"
"1677",3238,12,0,1,21,50,15,"run"
"1678",3010,8,0,1,-1,38,54,"pass"
"1679",2850,6,0,1,7,49,17,"pass"
"1680",2662,4,7,1,36,79,59,"pass"
"1681",2472,1,7,0,20,69,51,"run"
"1682",2334,8,14,0,36,108,77,"pass"
"1683",2184,13,7,0,22,69,60,"pass"
"1684",2053,4,14,1,39,158,56,"pass"
"1685",1908,12,14,0,44,161,12,"pass"
"1686",1887,8,7,0,24,76,73,"pass"
"1687",1742,1,10,1,37,116,66,"run"
"1688",1609,3,10,0,44,144,30,"pass"
"1689",1475,4,17,0,46,165,64,"pass"
"1690",1264,1,17,1,49,173,66,"run"
"1691",1191,4,17,0,49,179,58,"pass"
"1692",900,11,21,0,65,241,16,"run"
"1693",777,2,17,1,49,194,67,"pass"
"1694",655,4,17,1,55,198,54,"run"
"1695",561,6,17,1,55,214,31,"pass"
"1696",404,13,24,0,91,241,54,"pass"
"1697",346,7,24,1,102,214,90,"run"
"1698",218,22,24,0,107,214,82,"run"
"1699",154,8,24,1,93,252,55,"pass"
"1700",62,17,24,0,107,240,60,"pass"
"1701",10,2,24,1,107,275,21,"pass"
"1702",522,5,31,0,107,290,70,"pass"
"1703",459,3,31,0,99,299,52,"pass"
"1704",284,17,31,0,104,319,45,"pass"
"1705",3521,2,0,1,26,8,67,"run"
"1706",3469,10,0,0,26,8,41,"pass"
"1707",3380,6,0,1,4,6,92,"pass"
"1708",3268,4,0,0,10,6,80,"pass"
"1709",2999,6,0,0,14,6,71,"pass"
"1710",2734,1,7,1,82,61,21,"run"
"1711",2635,2,7,1,88,69,10,"run"
"1712",2550,4,7,0,88,69,4,"pass"
"1713",2426,7,0,1,21,47,54,"pass"
"1714",2328,7,0,0,21,50,39,"pass"
"1715",2008,11,0,0,36,61,25,"pass"
"1716",1920,11,10,1,99,116,66,"pass"
"1717",1867,18,10,1,100,145,60,"pass"
"1718",1845,10,10,0,100,153,31,"pass"
"1719",1727,1,3,0,40,65,66,"run"
"1720",1558,6,10,0,108,173,50,"run"
"1721",1385,6,3,1,48,84,70,"pass"
"1722",1259,10,3,0,54,84,60,"pass"
"1723",1142,6,10,0,112,203,43,"pass"
"1724",860,7,3,0,69,120,34,"pass"
"1725",718,21,10,0,121,198,91,"run"
"1726",592,8,5,1,68,146,54,"pass"
"1727",437,7,5,0,92,146,7,"pass"
"1728",383,3,10,0,122,205,68,"run"
"1729",250,5,10,0,125,204,5,"pass"
"1730",208,9,8,1,93,156,79,"pass"
"1731",129,4,8,1,93,183,63,"pass"
"1732",60,12,14,0,88,224,20,"qb_kneel"
"1733",26,7,10,0,125,236,72,"pass"
"1734",3490,12,0,1,4,26,63,"pass"
"1735",3376,4,0,0,10,26,39,"pass"
"1736",3229,8,0,1,12,35,81,"pass"
"1737",2999,4,7,1,56,45,4,"pass"
"1738",2936,4,0,1,16,48,69,"pass"
"1739",2700,1,0,1,30,76,20,"run"
"1740",2572,1,0,1,48,77,1,"pass"
"1741",2417,4,14,0,62,83,37,"pass"
"1742",2320,3,14,0,64,90,31,"run"
"1743",2157,6,14,1,71,101,22,"pass"
"1744",1817,10,7,0,54,120,15,"pass"
"1745",1754,8,28,1,72,155,73,"pass"
"1746",1597,2,28,0,87,164,38,"run"
"1747",1469,6,28,0,91,164,28,"pass"
"1748",1303,12,10,0,65,140,69,"pass"
"1749",1268,10,28,0,91,168,72,"pass"
"1750",1181,19,10,0,65,146,93,"pass"
"1751",979,6,28,1,105,209,14,"run"
"1752",132,9,17,0,99,246,9,"pass"
"1753",34,7,42,0,159,236,42,"qb_kneel"
"1754",3556,9,0,1,1,58,74,"pass"
"1755",3429,14,0,1,1,78,20,"pass"
"1756",3354,1,0,0,4,4,66,"run"
"1757",3188,1,7,1,9,94,51,"run"
"1758",3001,9,7,0,43,106,12,"pass"
"1759",2864,11,0,0,8,4,76,"pass"
"1760",2660,6,10,1,62,156,11,"pass"
"1761",2575,2,0,1,10,13,67,"pass"
"1762",2322,4,0,0,13,36,33,"pass"
"1763",2189,7,17,0,78,179,42,"run"
"1764",2080,1,17,1,90,179,26,"run"
"1765",1954,4,17,0,90,185,18,"pass"
"1766",1920,7,20,1,109,185,33,"run"
"1767",1812,8,3,1,13,47,73,"pass"
"1768",1493,5,27,0,137,194,55,"pass"
"1769",1374,20,27,0,137,194,56,"pass"
"1770",1153,12,11,0,23,205,23,"run"
"1771",859,4,27,0,155,226,25,"pass"
"1772",723,10,14,1,28,247,39,"pass"
"1773",655,3,14,1,28,275,3,"pass"
"1774",564,2,30,0,163,226,67,"pass"
"1775",436,13,20,1,29,303,68,"pass"
"1776",318,15,20,0,29,330,28,"pass"
"1777",258,2,30,1,171,282,56,"pass"
"1778",198,13,20,0,29,338,78,"pass"
"1779",139,5,37,0,178,282,21,"run"
"1780",45,6,20,1,29,379,53,"pass"
"1781",3513,13,0,0,5,0,78,"pass"
"1782",3135,2,0,1,8,56,2,"pass"
"1783",3104,8,0,0,7,1,73,"pass"
"1784",2855,7,7,0,10,95,7,"pass"
"1785",2700,5,0,1,12,32,57,"pass"
"1786",2550,9,0,1,15,68,25,"pass"
"1787",2492,6,10,0,14,95,71,"pass"
"1788",2262,7,10,0,17,95,72,"pass"
"1789",2235,10,14,0,49,83,70,"pass"
"1790",1996,8,10,1,27,135,35,"pass"
"1791",1903,1,10,0,47,135,1,"run"
"1792",1874,4,14,0,55,83,69,"pass"
"1793",1846,5,17,0,47,153,56,"pass"
"1794",1654,1,14,1,62,87,66,"run"
"1795",1542,4,14,1,68,106,58,"pass"
"1796",1203,2,24,1,60,241,56,"pass"
"1797",1131,7,24,0,60,244,45,"pass"
"1798",1048,7,20,0,141,122,22,"pass"
"1799",822,3,24,1,88,249,55,"pass"
"1800",742,1,24,1,93,258,41,"run"
"1801",401,13,31,0,98,304,20,"pass"
"1802",326,10,20,0,140,136,75,"pass"
"1803",246,1,34,0,90,315,39,"run"
"1804",141,10,20,0,140,166,63,"pass"
"1805",71,7,34,0,93,317,34,"pass"
"1806",3332,9,0,0,1,0,74,"pass"
"1807",3237,2,7,0,20,43,69,"pass"
"1808",3159,3,0,0,1,7,72,"pass"
"1809",3040,1,7,1,33,43,61,"run"
"1810",2865,1,7,1,47,52,40,"pass"
"1811",2794,15,7,0,42,52,36,"run"
"1812",2661,2,0,0,5,15,90,"pass"
"1813",2540,1,0,1,16,15,69,"run"
"1814",2356,7,0,1,21,45,52,"pass"
"1815",2271,4,0,1,21,77,26,"pass"
"1816",1927,5,7,0,21,85,61,"pass"
"1817",1864,2,21,0,81,133,74,"pass"
"1818",1656,4,7,0,24,121,31,"run"
"1819",1476,13,21,1,88,198,60,"pass"
"1820",1344,2,21,1,89,215,10,"pass"
"1821",1124,2,28,1,101,242,42,"pass"
"1822",995,1,28,1,111,242,14,"run"
"1823",589,17,42,0,152,253,46,"pass"
"1824",450,3,10,1,49,160,92,"run"
"1825",341,6,10,0,52,161,80,"pass"
"1826",161,7,42,0,175,253,36,"run"
"1827",57,20,10,0,59,161,70,"run"
"1828",3520,2,0,1,11,0,67,"run"
"1829",3333,3,0,0,16,12,47,"pass"
"1830",3138,6,0,0,-2,36,53,"pass"
"1831",2865,8,0,0,50,38,18,"pass"
"1832",2715,5,0,0,19,55,40,"pass"
"1833",2569,11,3,0,47,52,79,"pass"
"1834",2402,11,0,1,34,66,51,"pass"
"1835",2308,5,0,1,39,76,35,"pass"
"1836",2168,1,0,0,43,76,16,"run"
"1837",1958,8,7,0,49,85,8,"pass"
"1838",1913,11,3,0,46,56,76,"pass"
"1839",1842,10,10,1,49,103,76,"pass"
"1840",1815,3,10,0,49,126,35,"pass"
"1841",1603,5,3,0,62,59,32,"pass"
"1842",1354,6,10,0,46,145,68,"pass"
"1843",1224,4,10,0,90,136,4,"pass"
"1844",1103,4,10,1,76,153,45,"pass"
"1845",935,3,10,1,78,186,9,"pass"
"1846",853,7,13,1,93,146,72,"pass"
"1847",643,4,13,1,105,156,46,"pass"
"1848",477,3,17,0,81,192,51,"pass"
"1849",350,10,13,0,105,164,83,"pass"
"1850",155,6,17,0,98,208,38,"run"
"1851",82,2,13,1,110,182,40,"run"
"1852",51,10,13,0,110,182,35,"pass"
"1853",3528,6,0,0,4,0,85,"pass"
"1854",3383,1,0,0,8,20,19,"run"
"1855",2987,10,3,0,17,26,60,"pass"
"1856",2845,5,7,0,25,73,54,"pass"
"1857",2696,15,3,0,14,78,30,"pass"
"1858",2589,3,7,0,26,74,68,"pass"
"1859",2486,9,6,0,15,100,47,"pass"
"1860",2289,16,7,0,31,113,45,"pass"
"1861",2240,9,6,0,16,104,79,"pass"
"1862",2123,1,7,1,35,120,59,"run"
"1863",2010,8,7,1,37,138,55,"pass"
"1864",1920,7,7,0,35,143,34,"pass"
"1865",1841,10,6,1,16,159,58,"pass"
"1866",1701,7,9,1,15,203,58,"pass"
"1867",1615,8,9,0,17,203,44,"pass"
"1868",1482,4,9,0,23,203,24,"pass"
"1869",1278,1,7,1,61,181,28,"run"
"1870",1146,6,12,0,27,203,66,"pass"
"1871",997,6,7,1,64,226,54,"pass"
"1872",900,1,7,1,69,233,37,"run"
"1873",817,3,7,1,76,255,27,"pass"
"1874",685,2,12,0,35,203,67,"pass"
"1875",503,5,15,1,90,307,24,"pass"
"1876",424,11,15,0,89,307,14,"pass"
"1877",270,1,12,1,60,219,36,"run"
"1878",114,9,12,1,64,249,18,"pass"
"1879",37,2,18,0,96,351,18,"qb_kneel"
"1880",3493,1,0,0,0,25,60,"run"
"1881",3379,2,0,0,5,3,72,"pass"
"1882",3124,6,0,1,32,61,6,"pass"
"1883",3049,6,0,0,4,13,71,"pass"
"1884",2959,5,8,1,37,81,65,"pass"
"1885",2811,4,8,0,36,101,25,"run"
"1886",2734,1,0,1,6,22,66,"run"
"1887",2661,3,0,0,12,23,57,"pass"
"1888",2576,4,11,1,37,116,72,"pass"
"1889",2425,9,11,0,51,116,58,"pass"
"1890",2316,7,0,0,6,48,75,"pass"
"1891",2189,10,11,0,51,129,79,"pass"
"1892",2098,6,0,1,10,67,82,"pass"
"1893",1955,1,0,1,24,85,36,"run"
"1894",1883,4,0,1,24,101,25,"pass"
"1895",1817,2,11,0,51,192,12,"pass"
"1896",1732,10,7,0,23,130,61,"pass"
"1897",1520,36,11,0,102,192,64,"run"
"1898",1390,10,7,0,23,178,42,"pass"
"1899",1332,11,11,1,101,208,93,"pass"
"1900",1240,7,11,1,104,218,74,"pass"
"1901",1133,1,11,1,107,231,55,"pass"
"1902",1029,1,11,1,109,239,39,"run"
"1903",898,11,11,0,109,253,24,"pass"
"1904",796,15,7,0,28,192,59,"pass"
"1905",660,5,11,1,118,283,68,"pass"
"1906",536,5,11,1,133,283,27,"run"
"1907",350,2,7,1,28,242,53,"pass"
"1908",195,4,18,1,156,315,69,"pass"
"1909",76,8,25,0,197,315,47,"run"
"1910",3515,2,0,1,9,4,37,"run"
"1911",3354,1,0,1,20,24,12,"run"
"1912",3273,3,0,1,7,21,68,"pass"
"1913",3093,5,0,0,13,34,43,"pass"
"1914",2950,7,0,0,15,56,22,"pass"
"1915",2868,2,7,1,23,39,67,"pass"
"1916",2700,5,7,1,24,78,40,"pass"
"1917",2579,5,7,0,25,82,20,"pass"
"1918",2289,4,3,0,23,86,11,"pass"
"1919",2238,6,10,0,29,82,71,"pass"
"1920",2147,15,6,0,25,99,61,"pass"
"1921",2045,1,6,1,51,99,24,"run"
"1922",1920,9,6,1,52,114,21,"pass"
"1923",1854,1,10,1,36,91,66,"run"
"1924",1807,15,10,0,36,133,29,"pass"
"1925",1725,18,13,1,36,166,83,"pass"
"1926",1513,8,13,1,45,207,8,"pass"
"1927",1467,7,13,0,55,120,72,"pass"
"1928",1409,7,20,1,45,224,71,"pass"
"1929",1301,1,20,0,46,232,48,"run"
"1930",1149,8,20,1,46,260,15,"pass"
"1931",903,1,13,1,64,153,35,"run"
"1932",874,1,13,1,65,162,24,"run"
"1933",779,6,13,0,65,166,19,"pass"
"1934",577,1,27,0,59,270,53,"run"
"1935",463,8,20,1,65,205,78,"pass"
"1936",298,7,20,0,70,246,19,"pass"
"1937",120,6,27,0,67,281,59,"pass"
"1938",42,1,20,0,70,255,72,"pass"
"1939",3533,4,0,1,3,17,72,"pass"
"1940",3383,10,0,0,16,17,45,"pass"
"1941",3277,2,0,0,8,0,86,"pass"
"1942",3182,9,0,0,20,19,39,"pass"
"1943",3131,6,0,0,12,0,76,"pass"
"1944",3047,7,0,1,12,27,76,"pass"
"1945",2961,11,0,0,11,35,38,"pass"
"1946",2823,11,7,1,23,46,63,"pass"
"1947",2667,2,7,1,35,71,2,"run"
"1948",2615,6,0,0,15,35,79,"pass"
"1949",2218,8,0,0,25,39,61,"pass"
"1950",1877,8,21,0,74,139,41,"pass"
"1951",1823,14,0,0,25,72,45,"pass"
"1952",1744,1,0,0,33,73,66,"run"
"1953",1641,10,21,0,77,140,29,"pass"
"1954",1499,3,0,0,34,107,40,"pass"
"1955",1421,4,24,0,82,143,81,"run"
"1956",1317,12,0,0,29,110,67,"pass"
"1957",1261,8,24,1,94,143,93,"run"
"1958",1144,7,24,1,97,156,80,"pass"
"1959",991,8,24,0,111,156,53,"pass"
"1960",708,4,0,0,35,110,69,"pass"
"1961",591,9,31,0,127,183,81,"pass"
"1962",448,1,0,0,35,124,67,"pass"
"1963",353,7,31,0,130,183,30,"pass"
"1964",304,10,0,0,40,132,75,"pass"
"1965",155,2,34,0,139,183,63,"run"
"1966",150,11,34,0,140,183,72,"run"
"1967",120,5,0,0,45,132,83,"pass"
"1968",36,13,34,0,136,183,20,"qb_kneel"
"1969",3446,7,0,0,9,17,51,"pass"
"1970",2974,1,0,1,28,30,55,"run"
"1971",2853,6,0,1,32,45,49,"pass"
"1972",2744,7,0,0,31,49,31,"pass"
"1973",2620,3,7,1,31,70,48,"pass"
"1974",2499,3,0,0,31,56,55,"pass"
"1975",2391,10,0,1,31,77,75,"pass"
"1976",2273,2,0,0,35,77,46,"run"
"1977",2122,9,0,1,40,96,39,"pass"
"1978",2038,9,0,0,41,96,25,"pass"
"1979",1915,4,14,0,124,152,4,"pass"
"1980",1805,9,14,0,131,201,22,"qb_spike"
"1981",1755,4,17,1,131,276,69,"pass"
"1982",1592,6,10,1,59,105,59,"run"
"1983",1470,6,10,0,62,105,44,"pass"
"1984",1311,4,24,0,150,282,73,"pass"
"1985",1210,13,10,0,69,112,26,"pass"
"1986",859,3,13,0,69,119,68,"pass"
"1987",774,7,31,0,214,296,69,"pass"
"1988",704,8,13,0,69,128,49,"pass"
"1989",576,11,13,0,81,135,30,"pass"
"1990",440,1,31,0,219,300,66,"pass"
"1991",233,3,16,0,82,181,50,"run"
"1992",115,3,16,0,83,205,19,"run"
"1993",72,6,31,1,223,308,79,"pass"
"1994",3522,18,0,0,0,9,83,"pass"
"1995",3387,12,0,0,2,20,12,"pass"
"1996",3320,8,0,1,16,2,73,"run"
"1997",3016,6,3,0,9,33,59,"pass"
"1998",2881,22,5,0,9,33,79,"pass"
"1999",2724,4,7,1,83,49,26,"run"
"2000",2614,5,7,0,85,47,5,"run"
"2001",2209,8,5,0,76,33,8,"pass"
"2002",1918,8,10,0,115,68,8,"pass"
"2003",1760,8,13,0,119,68,73,"run"
"2004",1600,14,13,0,127,66,79,"pass"
"2005",1505,4,15,1,162,111,43,"pass"
